External ID;Creation Date;Display Name;Order Lines/Product/Internal Reference;Order Lines/Description;Order Lines/Quantity;Order Lines/Margin;Order Lines/Unit Price;Salesperson/Display Name;Payment Status;Delivery Status
__export__.sale_order_49600_6dd528b5;44291,5761;SO-INS-141837;AMP-X417;[AMP-X417] Электронный замок (27×28×18 мм);15;3673,97;640;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_49599_e61b4eb5;44291,57535;SO-INS-141836;AMP-S024;[AMP-S024] Йодо;1;2536,183;5240;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_49598_412ba882;44291,55363;SO-INS-141835;AMP-X588;[AMP-X588] PETG-пластик FDplast / зелёный;1;235,385;1190;InSales;Fully Paid;Fully Shipped
;;;AMP-X584;[AMP-X584] PLA-пластик FDplast / красный;1;12,048;1190;;;
;;;ISBN-0280-6;[ISBN-0280-6] Заводим Raspberry Pi;1;188,294;420;;;
;;;ISBN-6735-0;[ISBN-6735-0] Изучаем Arduino (Второе издание);1;75,885;790;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;290;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49597_31b1bba4;44291,54025;SO-INS-141834;AMP-X373;[AMP-X373] Губка для очистки жала;1;114,703;190;InSales;Fully Paid;Fully Shipped
;;;AMP-X152;[AMP-X152] Жидкий флюс во флаконе с кисточкой;1;50,744;90;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49596_47f30b67;44291,53507;SO-INS-141833;A000067;[A000067] Arduino Mega 2560;1;105,722;2700;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_49595_ca1fc797;44291,52999;SO-INS-141832;AMP-X320;[AMP-X320] Цветной сенсорный дисплей Nextion Enhanced 3,5” / 480×320;1;866,521;3190;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_49593_eaab2922;44291,49613;SO-INS-141831;AMP-X104;[AMP-X104] Блокнот хакера;1;-89,091;;InSales;Not Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49592_3b4869a8;44291,48383;SO-INS-141830;AMP-W006;[AMP-W006] Соединительные провода «мама-мама»;1;203,186;390;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_49590_560c286a;44291,46703;SO-INS-141828;AMP-S035;[AMP-S035] «Интернет вещей» — продолжение набора «Матрёшка»;1;1443,726;3240;InSales;Fully Paid;Fully Shipped
;;;AMP-S010;[AMP-S010] Матрёшка Z;1;1836,575;5240;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_49589_e3cdbb7d;44291,46334;SO-INS-141827;AMP-E037;[AMP-E037] Raspberry Pi 4 Model B (8 ГБ);1;1786,067;8890;InSales;Fully Paid;Fully Shipped
;;;AMP-X489;[AMP-X489] Корпус для Raspberry Pi 4 с двумя кулерами (LT-4B02 / алюминий / чёрный);1;1257,562;2340;;;
;;;AMP-X376;[AMP-X376] Переходник HDMI-microHDMI;1;164,475;290;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_49588_2e2546ac;44291,46041;SO-INS-141826;AMP-E037;[AMP-E037] Raspberry Pi 4 Model B (8 ГБ);1;1786,067;8890;InSales;Fully Paid;Fully Shipped
;;;AMP-X553-EU;[AMP-X553-EU] Блок питания Amperka USB (EU) / 5 В / 3000 мА;2;747,108;690;;;
;;;AMP-W030;[AMP-W030] Кабель 1m orange (HDMI-microHDMI);1;245,54;440;;;
;;;AMP-X499;[AMP-X499] Корпус для Raspberry Pi 4 (LT4B16 / акрил / красный);1;201,872;540;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_49586_9e621e6e;44291,43707;SO-INS-141825;AMP-H006;[AMP-H006] microSD-карта с ОС Raspbian (16 ГБ, Класс 10);1;291,796;640;InSales;Fully Paid;Fully Shipped
;;;AMP-E037;[AMP-E037] Raspberry Pi 4 Model B (8 ГБ);1;1415,651;8890;;;
;;;AMP-X553-EU;[AMP-X553-EU] Блок питания Amperka USB (EU) / 5 В / 3000 мА;1;344,804;690;;;
;;;AMP-W029;[AMP-W029] Кабель USB (A — Type C) - 80cm;1;205,324;340;;;
;;;AMP-X376;[AMP-X376] Переходник HDMI-microHDMI;1;152,391;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49585_1d7cf5a7;44291,4262;SO-INS-141824;AMP-X267;[AMP-X267] Цветной сенсорный дисплей Nextion Enhanced 3,2” / 400×240;3;1808,074;2440;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49584_d9ceb40c;44291,41887;SO-INS-141823;DEV-15583;[DEV-15583] Teensy 4.0;1;971,244;2790;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49582_482ba227;44291,40939;SO-INS-141822;ISBN-0280-6;[ISBN-0280-6] Заводим Raspberry Pi;1;188,294;420;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49581_5226db77;44291,40269;SO-INS-141821;AMP-S016;[AMP-S016] Микроник;1;491,519;990;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_49580_d6efb187;44291,39902;SO-INS-141820;DEV-14057;[DEV-14057] Teensy 3.6;6;1391,712;2700;Наталья Гусева;Fully Paid;Fully Shipped
;;;DEV-15583;[DEV-15583] Teensy 4.0;2;1942,488;2790;;;
;;;AMP-X287;[AMP-X287] Встраиваемый блок питания (12 В, 6000 мА);1;649,077;1690;;;
;;;AMP-X286;[AMP-X286] Встраиваемый блок питания (5 В, 5000 мА);1;672,07;1390;;;
;;;AMP-W009;[AMP-W009] Кабель USB (A — Micro USB);2;315,334;240;;;
;;;AMP-B016;[AMP-B016] Макетная плата Perfboard (460 точек);8;248,675;100;;;
;;;AMP-X004;[AMP-X004] Набор перемычек;1;63,179;250;;;
;;;AMP-X126;[AMP-X126] Резистор давления (6 мм);8;3117,971;940;;;
;;;AMP-X128;[AMP-X128] Резистор изгиба (95 мм);6;3976,988;2140;;;
;;;AMP-W005;[AMP-W005] Соединительные провода «папа-папа»;2;294,015;290;;;
;;;DLV-EMS;Доставка службой EMS;1;440;528;;;
__export__.sale_order_49578_1d490a76;44291,37714;SO-INS-141819;A000066;[A000066] Arduino Uno;1;514,931;2140;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_49577_0a9aab5a;44291,37491;SO-INS-141818;AMP-X268;[AMP-X268] Цветной сенсорный дисплей Nextion Enhanced 5” / 800×480”;1;1087,642;5890;Наталья Гусева;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;200;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49576_211ec501;44291,37122;SO-INS-141817;AMP-S050;[AMP-S050] CyberBug;1;304,905;690;InSales;Fully Paid;Fully Shipped
;;;AMP-S059;[AMP-S059] CyberID;1;135,795;290;;;
;;;AMP-S016;[AMP-S016] Микроник;2;983,038;990;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;290;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49574_f31501a0;44291,3683;SO-INS-141816;AMP-S017;[AMP-S017] Технокуб;1;1062,68;2740;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49573_ffffb727;44291,36753;SO-INS-141815;AMP-E023;[AMP-E023] STM32VLDISCOVERY;1;452,168;1590;InSales;Fully Paid;Fully Shipped
;;;DLV-EMS;Доставка службой EMS;1;564;564;;;
;;;DLV-EMS;EMS;1;0;0;;;
;;;DLV-EMS;EMS;1;0;0;;;
__export__.sale_order_49572_ffb60047;44291,35131;SO-INS-141814;AMP-X638;[AMP-X638] PLA-пластик eSUN / серый;1;-173,848;1940;InSales;Fully Paid;Fully Shipped
;;;AMP-V14037;[AMP-V14037] Камера (M) для Raspberry Pi;1;735,931;2790;;;
;;;AMP-S057;[AMP-S057] Малина v4 (2 ГБ);1;2629,681;8490;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;290;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49569_d939619f;44291,32551;SO-INS-141813;AMP-B148;[AMP-B148] Датчик кислотности жидкости (Troyka-модуль);1;1090,342;2130;InSales;Fully Paid;Fully Shipped
;;;AMP-B149;[AMP-B149] Солемер для воды с щупом (Troyka-модуль);1;843,488;1760;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49568_b1a81272;44291,324;SO-INS-141812;AMP-B040;[AMP-B040] Iskra Mini (без ног);3;422,837;470;InSales;Fully Paid;Fully Shipped
;;;AMP-B147;[AMP-B147] Iskra Nano Pro (без ног);2;141,543;470;;;
;;;AMP-B092;[AMP-B092] Сенсорная кнопка (Troyka-модуль);1;153,091;360;;;
;;;AMP-B086-Y;[AMP-B086-Y] Четырёхразрядный индикатор (Troyka-модуль);1;194,97;600;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49567_752abcc2;44291,32177;SO-INS-141811;AMP-B125;[AMP-B125] Troyka Slot Shield V2;1;229,866;580;InSales;Fully Paid;Fully Shipped
;;;AMP-B196;[AMP-B196] Барометр v2 (Troyka-модуль);1;397,564;840;;;
;;;AMP-B094;[AMP-B094] Датчик углекислого газа MQ-135 (Troyka-модуль);1;293,919;530;;;
;;;AMP-S010;[AMP-S010] Матрёшка Z;1;1836,575;5240;;;
;;;AMP-B045;[AMP-B045] Цифровой датчик температуры и влажности (Troyka-модуль);1;168,327;310;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49565_20f31bfa;44291,31666;SO-INS-141810;AMP-X104;[AMP-X104] Блокнот хакера;1;-89,091;;InSales;Not Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;AMP-B176-UNB;[AMP-B176-UNB] RPi GPIO Cloud v4_A6;1;-427,454;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49564_4e6d954a;44291,31161;SO-INS-141809;DFR0299;[DFR0299] MP3-плеер;1;517,854;1040;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49562_98d9674a;44291,30654;SO-INS-141808;AMP-X003;[AMP-X003] Breadboard Half;1;198,189;290;InSales;Fully Paid;Fully Shipped
;;;AMP-B147;[AMP-B147] Iskra Nano Pro (без ног);1;70,772;470;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49561_5a833f12;44291,29784;SO-INS-141807;AMP-S050;[AMP-S050] CyberBug;5;1524,525;690;Наталья Гусева;Fully Paid;Fully Shipped
;;;AMP-X358;[AMP-X358] Мультиметр DT832;2;774,647;790;;;
;;;AMP-S041;[AMP-S041] Планета XOD;1;1946,184;5240;;;
;;;DLV-EMS;Доставка службой EMS;1;585;702;;;
;;;DLV-EMS;EMS;1;0;0;;;
;;;DLV-EMS;EMS;1;0;0;;;
__export__.sale_order_49560_3870094f;44291,29559;SO-INS-141806;AMP-B061;[AMP-B061] Ethernet Shield;1;681,605;1390;InSales;Fully Paid;Fully Shipped
;;;AMP-B046;[AMP-B046] Iskra JS;1;711,927;1490;;;
;;;AMP-B134;[AMP-B134] OLED-дисплей (Troyka-модуль);1;579,604;1340;;;
;;;AMP-B042;[AMP-B042] Proto Shield;1;151,527;260;;;
;;;AMP-B017;[AMP-B017] Troyka Shield;1;399,965;740;;;
;;;AMP-B125;[AMP-B125] Troyka Slot Shield V2;1;229,866;580;;;
;;;AMP-B081;[AMP-B081] Wi-Fi (Troyka-модуль);1;370,275;850;;;
;;;AMP-B077-R;[AMP-B077-R] Кнопка со светодиодом (Troyka-модуль);2;308,545;260;;;
;;;AMP-B077-B;[AMP-B077-B] Кнопка со светодиодом (Troyka-модуль);2;287,035;260;;;
;;;AMP-B143;[AMP-B143] Энкодер Troyka-модуль;3;233,186;200;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;340;340;;;
__export__.sale_order_49559_3467479c;44291,29193;SO-INS-141805;ABX00035;[ABX00035] Arduino Nano 33 BLE Sense;1;871,032;3990;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;290;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49557_b6d54539;44291,28109;SO-INS-141803;AMP-X120;[AMP-X120] Шаговый двигатель 28STH45-0674A;2;164,533;1690;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;290;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49556_14e5e7b8;44291,21104;SO-INS-141802;AMP-B125;[AMP-B125] Troyka Slot Shield V2;1;229,866;580;InSales;Fully Paid;Fully Shipped
;;;AMP-B094;[AMP-B094] Датчик углекислого газа MQ-135 (Troyka-модуль);1;293,919;530;;;
;;;AMP-B078;[AMP-B078] Макетная плата Troyka Perfboard (72 точки);4;200,84;90;;;
;;;AMP-B043;[AMP-B043] Часы реального времени (Troyka-модуль);1;228,969;470;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_49555_feec5f7f;44291,10036;SO-INS-141801;AMP-B097;[AMP-B097] AC/DC (Zelo-модуль);1;784,654;1390;InSales;Fully Paid;Fully Shipped
;;;AMP-B042;[AMP-B042] Proto Shield;1;151,527;260;;;
;;;AMP-X553-EU;[AMP-X553-EU] Блок питания Amperka USB (EU) / 5 В / 3000 мА;1;373,554;690;;;
;;;AMP-B170;[AMP-B170] Датчик качества воздуха CCS811 в корпусе;1;780,81;1970;;;
;;;DFR0066;[DFR0066] Датчик температуры и влажности SHT1x;1;-24,898;500;;;
;;;AMP-B094;[AMP-B094] Датчик углекислого газа MQ-135 (Troyka-модуль);1;293,919;530;;;
;;;AMP-B140;[AMP-B140] AC/DC преобразователь «5 В 3000 мА» (Troyka-модуль);1;185,04;990;;;
;;;AMP-W003;[AMP-W003] Кабель питания от батарейки Крона;1;14,34;40;;;
;;;AMP-B103;[AMP-B103] Ползунковый потенциометр (Troyka-модуль);1;195,006;420;;;
;;;AMP-W017;[AMP-W017] Провода с крокодилами (5 шт.);1;25,688;150;;;
;;;AMP-W007;[AMP-W007] Соединительные провода «мама-папа»;1;200,517;390;;;
;;;AMP-W005;[AMP-W005] Соединительные провода «папа-папа»;1;147,008;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49554_980c5072;44291,05299;SO-INS-141800;AMP-X291;[AMP-X291] Зарядное устройство;1;232,447;2600;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;290;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49553_50be1b12;44290,87507;SO-INS-141798;AMP-X002;[AMP-X002] Breadboard;1;171,074;390;InSales;Fully Paid;Fully Shipped
;;;AMP-CC104-10;[AMP-CC104-10] Конденсаторы керамические 100 нФ (10 шт.);1;36,652;60;;;
;;;AMP-CC103-10;[AMP-CC103-10] Конденсаторы керамические 10 нФ (10 шт.);1;41,762;60;;;
;;;AMP-X065;[AMP-X065] Линейный регулятор напряжения L7805;1;65,104;140;;;
;;;AMP-X209;[AMP-X209] Линейный регулятор напряжения LD1117V33;1;65,866;100;;;
;;;AMP-X552;[AMP-X552] Разъём JST SM-3 Male с проводами;1;28,604;40;;;
;;;AMP-R10K-10;[AMP-R10K-10] Резисторы 10 кОм (10 шт.);1;29,367;40;;;
;;;AMP-R220R-10;[AMP-R220R-10] Резисторы 220 Ом (10 шт.);1;29,062;40;;;
;;;AMP-X009-R4;[AMP-X009-R4] Светодиоды 5 мм (4 шт.);1;41,762;60;;;
;;;AMP-W005;[AMP-W005] Соединительные провода «папа-папа»;1;147,008;290;;;
;;;AMP-X016;[AMP-X016] Фоторезистор;1;19,966;30;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49552_f8023573;44290,87503;SO-INS-141799;AMP-X189;[AMP-X189] NiMH-аккумулятор «Крона» (250 мАч);3;46,366;350;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_49551_22625813;44290,87209;SO-INS-141797;AMP-S010;[AMP-S010] Матрёшка Z;1;1618,241;5240;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49550_605b35bd;44290,84192;SO-INS-141796;AMP-X003;[AMP-X003] Breadboard Half;1;198,189;290;InSales;Fully Paid;Fully Shipped
;;;AMP-B016;[AMP-B016] Макетная плата Perfboard (460 точек);1;31,084;100;;;
;;;AMP-X025;[AMP-X025] Микроконтроллер ATtiny45;2;246,074;240;;;
;;;AMP-R10K-10;[AMP-R10K-10] Резисторы 10 кОм (10 шт.);1;29,367;40;;;
;;;AMP-X297;[AMP-X297] Текстовый экран 20×4 / зелёный с чёрным / I²C;1;65,339;700;;;
;;;AMP-X018;[AMP-X018] Термистор;2;211,862;150;;;
;;;AMP-X681;[AMP-X681] Тумблер MTS-102;1;58,753;90;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49549_0ec2c729;44290,81961;SO-INS-141795;AMP-B017;[AMP-B017] Troyka Shield;1;399,965;740;InSales;Fully Paid;Fully Shipped
;;;AMP-B196;[AMP-B196] Барометр v2 (Troyka-модуль);1;397,564;840;;;
;;;AMP-B015;[AMP-B015] Макетная плата Breadboard PCB (400 точек);2;138,026;150;;;
;;;AMP-B078;[AMP-B078] Макетная плата Troyka Perfboard (72 точки);2;100,42;90;;;
;;;AMP-W016;[AMP-W016] Провод многожильный (0,2 мм², 10 м);1;144,166;240;;;
;;;AMP-W001;[AMP-W001] Трёхпроводной шлейф «мама-мама»;6;252,402;60;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49548_a3ec651d;44290,80447;SO-INS-141794;AMP-E018;[AMP-E018] Raspberry Pi Camera Board v2.1;1;1305,162;3890;InSales;Fully Paid;Fully Shipped
;;;AMP-B020;[AMP-B020] Strela;1;-134,067;1500;;;
;;;AMP-B192;[AMP-B192] Troyka Hat;1;662,039;1590;;;
;;;AMP-X195;[AMP-X195] Wi-Fi модуль ESP8266;1;293,482;540;;;
;;;DFR0066;[DFR0066] Датчик температуры и влажности SHT1x;5;-228,658;500;;;
;;;ROB0005;[ROB0005] Двухколёсная платформа Turtle;1;166,533;3400;;;
;;;AMP-B077-R;[AMP-B077-R] Кнопка со светодиодом (Troyka-модуль);1;143,439;260;;;
;;;AMP-B077-B;[AMP-B077-B] Кнопка со светодиодом (Troyka-модуль);1;132,684;260;;;
;;;AMP-X489;[AMP-X489] Корпус для Raspberry Pi 4 с двумя кулерами (LT-4B02 / алюминий / чёрный);1;1160,062;2340;;;
;;;AMP-S057;[AMP-S057] Малина v4 (2 ГБ);1;2275,931;8490;;;
;;;AMP-S056;[AMP-S056] Малина v4 (4 ГБ);1;2485,295;10490;;;
;;;AMP-X523;[AMP-X523] Медный радиатор охлаждения для Raspberry Pi;1;73,991;140;;;
;;;AMP-X004;[AMP-X004] Набор перемычек;2;105,525;250;;;
;;;AMP-E036;[AMP-E036] Официальная клавиатура Raspberry Pi;1;-574,703;2440;;;
;;;AMP-S060;[AMP-S060] Паяльник в лапах: зверская пайка;1;664,626;3490;;;
;;;AMP-X297;[AMP-X297] Текстовый экран 20×4 / зелёный с чёрным / I²C;2;72,345;700;;;
;;;AMP-X142-U2;[AMP-X142-U2] Ультразвуковой дальномер HC-SR04 ;1;434,433;640;;;
;;;AMP-V10737;[AMP-V10737] Цветной сенсорный HDMI-дисплей 5” / 800×480;2;342,625;3700;;;
;;;AMP-B086-R;[AMP-B086-R] Четырёхразрядный индикатор (Troyka-модуль);1;348,521;940;;;
;;;AMP-B143;[AMP-B143] Энкодер Troyka-модуль;1;69,395;200;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_49547_bd26a12f;44290,79582;SO-INS-141793;AMP-H006;[AMP-H006] microSD-карта с ОС Raspbian (16 ГБ, Класс 10);1;318,462;640;InSales;Fully Paid;Fully Shipped
;;;AMP-E037;[AMP-E037] Raspberry Pi 4 Model B (8 ГБ);1;1786,067;8890;;;
;;;AMP-W030;[AMP-W030] Кабель 1m orange (HDMI-microHDMI);1;245,54;440;;;
;;;DFR0330;[DFR0330] Клавиатура Qwerty Pad;1;423,323;2140;;;
;;;AMP-X489;[AMP-X489] Корпус для Raspberry Pi 4 с двумя кулерами (LT-4B02 / алюминий / чёрный);1;1257,562;2340;;;
;;;AMP-X376;[AMP-X376] Переходник HDMI-microHDMI;1;164,475;290;;;
;;;AMP-V13857;[AMP-V13857] Цветной сенсорный HDMI-дисплей для Raspberry Pi 1024×600 / 7” в корпусе;1;1027,517;5840;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49546_66b548b3;44290,77057;SO-INS-141792;AMP-B073;[AMP-B073] SD картридер (Troyka-модуль);1;183,585;470;InSales;Fully Paid;Fully Shipped
;;;AMP-B161;[AMP-B161] Uno Slot;1;206,225;900;;;
;;;AMP-B124;[AMP-B124] USB-UART преобразователь (Troyka-модуль);1;360,626;790;;;
;;;AMP-B081;[AMP-B081] Wi-Fi (Troyka-модуль);1;370,275;850;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_49545_ed92201d;44290,76909;SO-INS-141791;AMP-X004;[AMP-X004] Набор перемычек;1;63,179;250;InSales;Fully Paid;Fully Shipped
;;;AMP-X016;[AMP-X016] Фоторезистор;1;19,966;30;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_49543_b7097205;44290,74524;SO-INS-141790;AMP-B004;[AMP-B004] Датчик освещённости (Troyka-модуль);1;60,126;130;InSales;Fully Paid;Fully Shipped
;;;AMP-X004;[AMP-X004] Набор перемычек;1;52,763;250;;;
;;;AMP-W016;[AMP-W016] Провод многожильный (0,2 мм², 10 м);1;134,166;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
