External ID;Creation Date;Display Name;Order Lines/Product/Internal Reference;Order Lines/Description;Order Lines/Quantity;Order Lines/Margin;Order Lines/Unit Price;Salesperson/Display Name;Payment Status;Delivery Status
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50409_fd8c40e8;44306,74795;SO-INS-142527;AMP-X152;[AMP-X152] Жидкий флюс во флаконе с кисточкой;2;101,512;90;InSales;Fully Paid;Fully Shipped
;;;AMP-X153;[AMP-X153] Оплётка для выпайки;3;383,881;340;;;
;;;AMP-X187;[AMP-X187] Припой с флюсом (20 г);2;152,673;140;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_50408_3efadf7e;44306,74502;SO-INS-142526;AMP-S030;[AMP-S030] Электроника для начинающих (часть 1);1;2121,782;4240;InSales;Fully Paid;Fully Shipped
;;;DLV-EMS;Доставка службой EMS;1;660;660;;;
;;;DLV-EMS;EMS;1;0;0;;;
;;;DLV-EMS;EMS;1;0;0;;;
__export__.sale_order_50407_6f63084f;44306,73994;SO-INS-142525;AMP-X563;"[AMP-X563] 	Стекло с подогревом для Flying Bear Ghost 5";1;291,28;2240;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50406_2e5542a3;44306,72902;SO-INS-142524;AMP-X295;[AMP-X295] Алюминиевые радиаторы охлаждения для Raspberry Pi (2 шт.);1;80,274;130;InSales;Fully Paid;Fully Shipped
;;;AMP-X487;[AMP-X487] Корпус для Raspberry Pi 4 с кулером (LT-4B01 / алюминий / чёрный);1;697,516;1690;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50405_bba3ccb5;44306,71596;SO-INS-142523;AMP-S010;[AMP-S010] Матрёшка Z;1;1581,163;5240;InSales;Fully Paid;Fully Shipped
;;;AMP-S041;[AMP-S041] Планета XOD;1;1729,066;5240;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_50404_7aeeffed;44306,71449;SO-INS-142522;AMP-B065;[AMP-B065] Bluetooth HC-05 (Troyka-модуль);1;293,234;890;InSales;Fully Paid;Fully Shipped
;;;AMP-B117;[AMP-B117] Bluetooth Low Energy (Troyka-модуль);1;454,752;1040;;;
;;;AMP-B124;[AMP-B124] USB-UART преобразователь (Troyka-модуль);1;360,775;790;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_50403_d6beb007;44306,71373;SO-INS-142521;AMP-X219;[AMP-X219] RFID-карта Mifare Ultralight 13,56 МГц;1;80,073;140;InSales;Fully Paid;Fully Shipped
;;;AMP-B122;[AMP-B122] Расширитель портов I²C (Troyka-модуль);1;-19,062;260;;;
;;;AMP-B058;[AMP-B058] Сканер RFID/NFC 13,56 МГц (Troyka-модуль);1;728,355;1490;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50402_02fe2e40;44306,70428;SO-INS-142520;AMP-S016;[AMP-S016] Микроник;1;493,897;990;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_50401_137b1785;44306,69559;SO-INS-142519;AMP-X003;[AMP-X003] Breadboard Half;1;198,211;290;InSales;Fully Paid;Fully Shipped
;;;AMP-B100;[AMP-B100] H-мост (Troyka-модуль);6;377,11;470;;;
;;;AMP-B199;[AMP-B199] Iskra Uno;2;727,013;980;;;
;;;AMP-B059;[AMP-B059] Screw Shield;1;373,507;790;;;
;;;AMP-X013;[AMP-X013] Вилка штыревая / прямая / 1×40;2;28,149;20;;;
;;;AMP-X539;[AMP-X539] Вилка штыревая / угловая / 1×40;1;24,871;40;;;
;;;AMP-X041;[AMP-X041] Гнездо питания 2,1 мм с клеммником;2;139,373;100;;;
;;;AMP-X152;[AMP-X152] Жидкий флюс во флаконе с кисточкой;1;50,756;90;;;
;;;AMP-W004;[AMP-W004] Кабель USB (A — B);1;169,2;240;;;
;;;AMP-CC104-10;[AMP-CC104-10] Конденсаторы керамические 100 нФ (10 шт.);1;36,658;60;;;
;;;AMP-CC103-10;[AMP-CC103-10] Конденсаторы керамические 10 нФ (10 шт.);1;41,766;60;;;
;;;AMP-X157;[AMP-X157] Погружная помпа с трубкой;2;809,783;1040;;;
;;;AMP-X155;[AMP-X155] Подставка для паяльника;1;587,864;1040;;;
;;;AMP-R10K-10;[AMP-R10K-10] Резисторы 10 кОм (10 шт.);1;29,369;40;;;
;;;AMP-R1K-10;[AMP-R1K-10] Резисторы 1 кОм (10 шт.);1;29,597;40;;;
;;;AMP-R220R-10;[AMP-R220R-10] Резисторы 220 Ом (10 шт.);1;29,064;40;;;
;;;AMP-X009-G4;[AMP-X009-G4] Светодиоды 5 мм (4 шт.);1;41,766;60;;;
;;;AMP-X009-R4;[AMP-X009-R4] Светодиоды 5 мм (4 шт.);3;125,298;60;;;
;;;AMP-X009-B4;[AMP-X009-B4] Светодиоды 5 мм (4 шт.);1;33,609;60;;;
;;;AMP-B098;[AMP-B098] Силовой ключ v3 (Troyka-модуль);2;338,727;310;;;
;;;AMP-B086-G;[AMP-B086-G] Четырёхразрядный индикатор (Troyka-модуль);1;383,464;940;;;
;;;AMP-B086-R;[AMP-B086-R] Четырёхразрядный индикатор (Troyka-модуль);1;387,885;940;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50400_658fcde3;44306,68498;SO-INS-142518;AMP-S050;[AMP-S050] CyberBug;1;305,04;690;InSales;Fully Paid;Fully Shipped
;;;AMP-S010;[AMP-S010] Матрёшка Z;1;1799,497;5240;;;
;;;AMP-S042;[AMP-S042] Робожук;1;1299,443;2790;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50399_b25ebab9;44306,67697;SO-INS-142517;AMP-M035;[AMP-M035] Slot Box XL (#Структор);2;602,813;440;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50398_54f4ddb3;44306,65965;SO-INS-142516;AMP-B196;[AMP-B196] Барометр v2 (Troyka-модуль);1;397,715;840;InSales;Fully Paid;Fully Shipped
;;;AMP-B004;[AMP-B004] Датчик освещённости (Troyka-модуль);1;63,276;130;;;
;;;AMP-B033;[AMP-B033] Магнитометр/компас (Troyka-модуль);1;316,6;580;;;
;;;AMP-B062-G;[AMP-B062-G] Светодиод 5 мм (Troyka-модуль);1;90,435;170;;;
;;;AMP-B062-R;[AMP-B062-R] Светодиод 5 мм (Troyka-модуль);1;94,247;170;;;
;;;AMP-B062-B;[AMP-B062-B] Светодиод 5 мм (Troyka-модуль);1;92,798;170;;;
;;;AMP-X321;[AMP-X321] Цветной сенсорный дисплей Nextion Enhanced 2,8” / 320×240;1;472,011;2390;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50397_0def3751;44306,6589;SO-INS-142515;AMP-X354;[AMP-X354] Raspberry Pi Zero W;1;764,942;2890;InSales;Fully Paid;Fully Shipped
;;;AMP-V12039;[AMP-V12039] Камера для Raspberry Pi Zero;1;549,281;1690;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_50396_7d913420;44306,64584;SO-INS-142514;AMP-X307;[AMP-X307] NFC метка (NTAG216);2;105,63;90;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_50395_c6e273c4;44306,64362;SO-INS-142513;AMP-X152;[AMP-X152] Жидкий флюс во флаконе с кисточкой;1;50,756;90;InSales;Fully Paid;Fully Shipped
;;;AMP-V12824;[AMP-V12824] Цветной сенсорный HDMI-дисплей для Raspberry Pi 480×320 / 3,5”;1;865,069;2640;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50393_69dbbc7e;44306,61927;SO-INS-142511;ISBN-0280-6;[ISBN-0280-6] Заводим Raspberry Pi;1;188,375;420;InSales;Not Invoiced;Not Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_50392_f9b0b038;44306,61557;SO-INS-142510;AMP-B043;[AMP-B043] Часы реального времени (Troyka-модуль);1;229,051;470;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_50391_ec5c4433;44306,61265;SO-INS-142509;AMP-X211;[AMP-X211] Лазерный модуль мини;6;640,218;150;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50390_260a8102;44306,60829;SO-INS-142508;ABX00018;[ABX00018] Arduino MKR GSM 1400;1;1199,048;6840;InSales;Fully Paid;Not Shipped
;;;AMP-B102;[AMP-B102] Nano Switch;1;111,611;260;;;
;;;DFR0205;[DFR0205] Понижающий DC-DC преобразователь;1;364,028;1040;;;
;;;AMP-B155;[AMP-B155] Понижающий DC-DC для Arduino;1;417,492;690;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50386_03fa4896;44306,51596;SO-INS-142507;AMP-X203;[AMP-X203] Датчик уровня воды (прямой);7;487,963;240;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_50385_383288a2;44306,51353;SO-INS-142506;AMP-X550;[AMP-X550] Цветной сенсорный дисплей Nextion Intelligent 10,1” / 1024×600;1;1806,797;11790;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50383_bf0e9e10;44306,49238;SO-INS-142504;AMP-S042;[AMP-S042] Робожук;1;1183,193;2790;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50382_6fabea25;44306,49163;SO-INS-142503;AMP-B125;[AMP-B125] Troyka Slot Shield V2;1;226,334;580;InSales;Fully Paid;Not Shipped
;;;AMP-X145;[AMP-X145] Герметичный датчик температуры DS18B20;1;127,421;240;;;
;;;AMP-B128;[AMP-B128] Модуль подтяжки (Troyka-модуль);1;47,132;170;;;
;;;AMP-B149;[AMP-B149] Солемер для воды с щупом (Troyka-модуль);1;843,801;1760;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_50381_5459e22a;44306,48578;SO-INS-142502;AMP-E025;[AMP-E025] Raspberry Pi 4 Model B (2 ГБ);1;1820,456;5890;InSales;Fully Paid;Fully Shipped
;;;USB3100-2;[USB3100-2] Импульсный блок питания с двумя USB-разъёмами (5 В, 3100 мА);1;400,913;740;;;
;;;AMP-W029;[AMP-W029] Кабель USB (A — Type C) - 80cm;1;219,522;340;;;
;;;AMP-E034;[AMP-E034] ТВ-тюнер DVB-T2 Raspberry Pi TV HAT;1;617,188;2790;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50380_5b6e1b88;44306,47325;SO-INS-142501;ISBN-6735-0;[ISBN-6735-0] Изучаем Arduino (Второе издание);1;76,178;790;InSales;Fully Paid;Fully Shipped
;;;AMP-X146;[AMP-X146] Конспект хакера;1;136,477;200;;;
;;;AMP-S060;[AMP-S060] Паяльник в лапах: зверская пайка;1;801,947;3490;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_50379_21a917e1;44306,47035;SO-INS-142500;AMP-X414;[AMP-X414] Wi-Fi модуль ESP32 DevKit;2;802,292;840;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;290;290;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50377_f6ff541b;44306,46596;SO-INS-142498;AMP-X044;[AMP-X044] 7-сегментный драйвер CD4026;2;140,441;100;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50375_42f860f8;44306,46079;SO-INS-142497;AMP-X350;[AMP-X350] Мультивалютный монетоприёмник YR-616;5;2095,583;1940;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_50373_ce6c1d9d;44306,45059;SO-INS-142495;AMP-X267;[AMP-X267] Цветной сенсорный дисплей Nextion Enhanced 3,2” / 400×240;1;603,409;2440;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50372_327f6d90;44306,44552;SO-INS-142494;AMP-B017;[AMP-B017] Troyka Shield;1;344,954;740;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50365_2f473143;44306,39903;SO-INS-142492;AMP-X489;[AMP-X489] Корпус для Raspberry Pi 4 с двумя кулерами (LT-4B02 / алюминий / чёрный);1;1257,909;2340;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_50364_c7486acd;44306,39683;SO-INS-142491;AMP-X329;[AMP-X329] Cветодиодная RGB матрица 64×32;4;1352,08;1590;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Питеру;1;350;350;;;
;;;DLV-AX;Доставка курьером по СПб (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по СПб (Axilog);1;0;0;;;
__export__.sale_order_50363_e5943a97;44306,39606;SO-INS-142490;A000053;[A000053] Arduino Micro;1;539,354;2140;InSales;Fully Paid;Fully Shipped
;;;AMP-B107;[AMP-B107] Iskra JS Mini;1;549,952;1390;;;
;;;AMP-B134;[AMP-B134] OLED-дисплей (Troyka-модуль);1;579,874;1340;;;
;;;AMP-B155;[AMP-B155] Понижающий DC-DC для Arduino;1;417,492;690;;;
;;;AMP-B168;[AMP-B168] GPS/GLONASS приёмник с выносной антенной v2 (Troyka-модуль);1;628,248;2140;;;
;;;AMP-B146;[AMP-B146] Текстовый дисплей 16×2 (Troyka-модуль);1;385,446;940;;;
;;;AMP-X337;[AMP-X337] Цветной TFT-дисплей 128×160 / 1,8”;1;724,776;1590;;;
;;;AMP-B143;[AMP-B143] Энкодер Troyka-модуль;1;71,674;200;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_50360_038a5def;44306,35046;SO-INS-142489;AMP-B195;[AMP-B195] IMU-сенсор на 10 степеней свободы v2 (Troyka-модуль);1;720,903;1890;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
